abundance_controls,secondary_structure_fraction_sheet,zeta_potential,nsp_secondary_structure_coil,fraction_exposed_exposed_k,frac_aa_a
-0.019620165164270145,0.020751525930725677,-0.02886588494744989,0.14742166839730272,0.05955864690015141,0.003321446590368192
0.17991281037587037,0.017368436659615485,-0.15349353447399597,0.012192003738771032,-0.015111532583646604,-0.020377678973822644
-0.04035191806905227,0.031840958838824165,0.006210440259569564,0.023425082643236828,0.049187466117208964,0.03164860745620479
-0.013319335942096014,-0.025374150146140702,0.13761743711914134,0.11845375262749412,0.07698958595988632,0.09685487085342462
-0.044968895037580066,0.006535206711248772,0.00014912858396837311,3.3073983131067e-05,0.011001489882487203,0.0030824213756756335
0.09182986472691101,-0.09227798277609042,0.002854540624531771,-0.08448014736029187,-0.05703533446995691,-0.06990211063487109
-0.036207451505506937,-0.08859608951261126,-0.022652946133334982,-0.06722852518698376,3.663167404042824e-05,-0.06039442941181154
-0.06189236935633271,0.1664294348353791,-0.022828619529544684,0.017200940163430534,0.020884200730591867,0.06714989920758453
-0.0397273378174896,-0.008306961389406366,-0.06199519579594313,-0.07073186003656093,-0.03505831986985498,-0.08732265699758816
-0.0071865081899363465,-0.03441926933860445,-0.09202575636004347,0.10805936193797466,0.05916386010292121,0.05068302526106226
0.005142167387393223,-0.05220314920590981,-0.01656115555201018,-0.20088475303407102,-0.012049961974867516,-0.08234064197015258
-0.050513938960422694,0.12971259997840318,0.07355898271650663,0.0421885166075146,0.05495548579602238,0.05806880103660837
-0.03212236223829598,-0.05537729910914936,-0.0052324059958250855,-0.031967001321837295,-0.06044849369911076,-0.021511663717724037
0.11155991908331887,-0.07194526963908891,0.042903879764659786,-0.06586632960102543,-0.03657515096046642,-0.04264432256385863
-0.04557070997586118,-0.015575535974640337,-0.062247941485373895,-0.09473225403660325,-0.052691676986802535,-0.04363688177640843
0.026915304372161847,-0.16096863138966094,-0.07751285677326164,-0.03339934189188298,-0.012438747043290701,-0.02367563643109968
-0.049482708088967285,-0.07293253844710282,0.05237694953302922,0.011952615779279559,-0.04631176317374563,-0.08532950850844967
0.08010322319366864,0.03801676570256392,0.022733680937293017,-0.08227138452195301,0.004662480215260243,-0.03306038341957614
0.2983537456975555,0.07804976725044135,-0.06610385309793386,0.15343607070228926,0.03874152487768167,0.026998668468763868
-0.03853844712243093,-0.014378121184539922,0.06605342248002219,-0.029071249316466093,0.03218002593843195,-0.0927587205485467
-0.008979499940158573,0.046841475136145734,0.019424162061894998,0.0340195438781905,0.05451853541196526,0.03265765484606657
-0.0447554772336076,-0.02556043780525893,-0.022601688224648152,-0.0740406904498271,-0.01263077187710059,-0.09666247607998227
-0.026291022018288673,-0.031179750580068416,0.025878673152078546,-0.046385606029622266,-0.03119045020346575,-0.0406669055836283
0.009571746907040527,0.04850779484155682,0.1558249997643042,0.13027764591093954,0.03247142049118881,0.07009366761115508
0.027268473413436377,0.0846050836030591,0.19654098774251372,0.014247323469034715,0.05843611175637982,0.01845915728947387
-0.04350564294859494,-0.0034529881613359196,-0.014618133431090185,-0.053363765752962145,-0.022655083245469318,-0.03759601434428854
-0.046459028331699036,-0.06559743436253909,0.08633741634276602,0.015735549160393783,-0.005640325616194236,-0.02990539465127191
-0.005473903761476175,0.17450819851101537,0.02224768371344305,0.05664728590289377,0.09919957582669221,0.12684642024187603
0.023161610144282162,0.06073148585888608,0.17395703186093203,0.0437541081766153,0.057720136215554205,0.05356501365134588
-0.05206038216818323,-0.025989779550017605,-0.05178252333812935,-0.06437498139838276,-0.10216696673509747,-0.0562883127523803
-0.042706029837953643,-0.020046432962384966,0.022694533466728867,-0.07407175719586252,-0.03652750591925659,-0.0429334304041802
-0.04004041223027046,-0.012672632178665096,0.05306339774134142,-0.038873828200523694,-0.014458245031383305,-0.030436769451886832
-0.057024800248967576,-0.09798591831444849,0.014962905177325635,-0.07944176842717882,-0.11786460439024463,-0.01757034648717003
-0.026238722727021536,-0.00028775255140093056,0.011876672093460864,-0.018194350058346586,-0.023659103255565653,0.03519520550508852
-0.03848706351604875,0.008006658557839762,0.05171254698966105,0.14199676510495288,-0.06868576382277199,0.06627393130912844
