abundance_controls,secondary_structure_fraction_sheet,zeta_potential,nsp_secondary_structure_coil,fraction_exposed_exposed_k,frac_aa_a
-0.09101504037143177,0.0022284731643035225,0.00018710335251869724,0.005856594943453761,0.00261435133903671,-0.0033128085955352994
-0.05540799399332003,-0.00385088418904597,-0.015863009070717516,-0.0036134230000067014,-0.0038514773297451794,-0.001775561421085334
-0.09130328554802032,0.0032750729797871,0.003438418680547092,-0.003605233247075166,-0.0020277904232587273,-0.0026597656782989176
-0.08593423762019847,-0.005353095742050849,0.005454321329252259,-0.0002777235676932113,-0.0024165628363225096,0.003188143227889616
-0.08609653422843853,0.003323948238357116,0.0028955871056659107,-0.0038999795401773517,-0.0022697241566072006,-0.0005097241206434786
0.23100568814856154,-0.09192482242101684,0.003258349983663765,-0.06367246205585964,-0.025215939419084014,-0.016568172618266198
-0.07242242281391162,-0.008843917324544023,0.0022537507218990745,-0.009947232751322092,-1.7104329584760968e-06,-0.0047952862510810225
-0.10377324377516828,0.022108555329556846,0.0031312230550744986,-0.004216162084739186,-0.005359131836817216,0.00653142505057464
-0.06956018229048093,-0.004328557350211796,-0.007153119765998976,-0.004856642709724553,-0.0018657062372964203,-0.006014488360056154
-0.07453201238833794,-0.0023424908416497968,-0.009316167567896397,-0.00335073755455347,-0.0007831547038557138,-0.0016186482729502456
0.08093150107686271,-0.038008537127291964,0.0006885517883858911,-0.07010129761453802,-0.009515781855120605,-0.05064862669990556
-0.09384188721640602,0.0187191276930245,0.0008767117773859625,0.006451839522608706,0.0021552653363103493,0.00972462978809464
-0.067035962605434,-0.003453548352739906,-0.0016514992599473528,-0.008319322531991769,-0.0023393056034371825,-0.006089677816067839
0.2583273876324368,-0.12289537802531768,0.03415568286670048,-0.05495940703615983,-0.022342018215913872,-0.009792908282425532
-0.07585548635379587,-0.006996586237023149,0.0008727789696620687,-0.0068736833315281905,-0.005231100472146044,6.428447079629733e-05
