model,feature,gini_observed,gini_boot_mean,gini_boot_ci_low,gini_boot_ci_high,null_mean,null_q95,p_altmann,p_altmann_bh,perm_mean,perm_ci_low,perm_ci_high,perm_ci_excludes_zero
RFR,dh_functionalized,0.014770963131638733,0.015168442673254397,0.009830501289923136,0.022347752645992047,0.13564459519118321,0.15040588612543063,1.0,1.0,0.0003508257096990572,-0.0004063287794054581,0.001274213698383055,False
RFR,frac_aa_r,0.010341475693439458,0.0062855943583689155,0.0005694314103279825,0.03374332370442325,0.007830613761630384,0.01104622743052443,0.079960019990005,1.0,0.0001816099277271529,-0.001897294511137271,0.0021881651810948524,False
RFR,incubation_concentration_mg_per_ml,0.007903597262059095,0.011805880105601506,0.0051959503085643975,0.020938163575533672,0.049354918184283364,0.05716778582134523,1.0,1.0,0.0005196227352256667,-0.00047979917768629574,0.0015336355322757892,False
RFR,frac_aa_n,0.007472317900058596,0.004513895609525644,0.00067571679720683,0.019298424947832633,0.008502550110228905,0.012291483308496026,0.6636681659170415,1.0,0.00030606074235501094,-0.00024519698582858574,0.0009407383304383956,False
RFR,frac_aa_m,0.006636243392054967,0.004935370944364491,0.00067533378790818,0.020398213368325428,0.009410152514458368,0.013354473687331326,0.935032483758121,1.0,-0.00012321756369135025,-0.0011296473566826816,0.0011591002581285827,False
RFR,fraction_exposed_exposed_c,0.0066284877232793025,0.0036032653297901744,0.000668166785977215,0.013290818522245519,0.008057944374078986,0.012097955960469324,0.7341329335332334,1.0,0.00013619104798909848,-0.0006207281774230283,0.0011378299815542332,False
RFR,fraction_exposed_exposed_y,0.0066141473701878065,0.0041113349205239395,0.00056712543759216,0.018477704813493027,0.00900430110610443,0.012537500428270074,0.9265367316341829,1.0,0.0006767569322749782,-0.00035405759765616795,0.00428027908549888,False
RFR,fraction_exposed_exposed_r,0.006536513919087978,0.006094543655976944,0.0008535953851787225,0.02647918855181668,0.008760505933218444,0.01251230074427607,0.9010494752623688,1.0,0.0003859901144476143,-0.0009285620148394277,0.002140710047103487,False
RFR,ligand_pei,0.006479396638459761,0.008222737881330123,0.0022117986855419076,0.018475284507514275,0.011370968064912229,0.015643984521059105,0.9940029985007496,1.0,0.00014863358867951544,-0.00036847892115433704,0.001110135383833619,False
RFR,rsa_std,0.006474832222597565,0.0030892907583404084,0.00050156361703186,0.012595329564720077,0.008395506761649874,0.012691814056579728,0.8145927036481759,1.0,8.304642926572257e-05,-0.0006155597005284713,0.0016466067821480287,False
RFR,fraction_exposed_exposed_w,0.006189151794352685,0.0033249597726368457,0.0004146900531920025,0.01415559434992737,0.007219467210068788,0.010910503149230146,0.6671664167916042,1.0,-3.8587649602446136e-05,-0.0008662744766170328,0.0007801640313440417,False
RFR,dtem,0.006033680044885654,0.0067202813190217515,0.0029591408465463273,0.01281117007115693,0.07766126982287225,0.08919853342912512,1.0,1.0,0.0002227054102041432,-0.00018260716124874986,0.0006311708296224392,False
RFR,fraction_exposed_exposed_a,0.0057086529680937465,0.0037168514133966916,0.0005353697628659725,0.012859140050890078,0.009597895843728303,0.014125572445062245,0.9830084957521239,1.0,-0.0003779959725581194,-0.0018757796152376182,7.423675172660674e-05,False
RFR,frac_aa_h,0.005621406133430471,0.003695665767072991,0.0006320202065296175,0.014185810885722969,0.00818352751676631,0.01151260763432168,0.9630184907546226,1.0,0.00034249002203813833,-0.0006424914141310023,0.0014968697699490063,False
